id,sis_id,section,section_id,section_sis_id,submitted,attempt,475978: Can a private method be called by any other method in the same class?,1,475979: What is the key word to jump out of a method?,1,"475980: If there is a statement after a ""return"" will the statement execute?",1,475981: What does the void do in a method definition?,1,475982: Assume you type the following code into the Interactions pane and then actually choose a picture from your computer:System.out.println(new Picture(FileChooser.pickAFile()));How do you tell DrJava to show the picture that you selected?,1,"475983: The following code uses variable substitution:Picture pictureObj = new Picture(FileChooser.pickAFile());pictureObj.show();and is functionally the same as:String filename = FileChooser.pickAFile();Picture pictureObj = new Picture(filename);pictureObj.show();However, the second example is different in that it creates a variable name for the filename. What good is this?",1,n correct,n incorrect,score
24360,717786,ITSC-1212-101,44684,17176.201680.XLSNP201680,2016-10-02 20:14:34 UTC,2,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,You can't because you haven't given the picture object a name.,1,"It allows us to refer to the filename later, if we need it.",1,6,0,6
54994,815749,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-10-02 20:14:24 UTC,1,FALSE,0,return,1,TRUE,0,It specifies that the method doesn't return anything,1,You can't because you haven't given the picture object a name.,1,"It allows us to refer to the filename later, if we need it.",1,4,2,4
24360,717786,ITSC-1212-101,44684,17176.201680.XLSNP201680,2016-10-02 20:13:05 UTC,1,FALSE,0,void,0,FALSE,1,It specifies that the method doesn't return anything,1,You can't because you haven't given the picture object a name.,1,"It allows us to refer to the filename later, if we need it.",1,4,2,4
51820,818603,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-10-02 19:32:31 UTC,2,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,You can't because you haven't given the picture object a name.,1,"It allows us to refer to the filename later, if we need it.",1,6,0,6
51820,818603,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-10-02 19:30:47 UTC,1,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,Picture.show();,0,"It allows us to refer to the filename later, if we need it.",1,5,1,5
43448,812417,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-10-02 18:47:01 UTC,2,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,Picture.show();,0,"It allows us to refer to the filename later, if we need it.",1,5,1,5
43448,812417,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-10-02 18:46:17 UTC,1,FALSE,0,return,1,FALSE,1,It specifies that the method doesn't return anything,1,show();,0,"It allows us to refer to the filename later, if we need it.",1,4,2,4
46363,800635,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-10-02 17:58:03 UTC,2,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,FileChooser.show();,0,"It allows us to refer to the filename later, if we need it.",1,5,1,5
48567,824859,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-10-02 17:57:59 UTC,2,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,show();,0,"It allows us to refer to the filename later, if we need it.",1,5,1,5
46363,800635,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-10-02 17:57:21 UTC,1,TRUE,1,return,1,FALSE,1,It specifies that the method returns something,0,Picture.show();,0,"It allows us to refer to the filename later, if we need it.",1,4,2,4
30790,757625,ITSC-1212-101,44684,17176.201680.XLSNP201680,2016-10-02 17:56:50 UTC,2,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,Picture.show();,0,"It allows us to refer to the filename later, if we need it.",1,5,1,5
48567,824859,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-10-02 17:56:05 UTC,1,FALSE,0,return,1,FALSE,1,It specifies that the method doesn't return anything,1,Picture.show();,0,"It allows us to refer to the filename later, if we need it.",1,4,2,4
30790,757625,ITSC-1212-101,44684,17176.201680.XLSNP201680,2016-10-02 17:55:55 UTC,1,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,FileChooser.show();,0,"It allows us to refer to the filename later, if we need it.",1,5,1,5
9420,522716,ITSC-1212-101,44684,17176.201680.XLSNP201680,2016-10-02 17:30:28 UTC,1,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,show();,0,"It allows us to refer to the filename later, if we need it.",1,5,1,5
58048,841197,ITSC-1212-101,44684,17176.201680.XLSNP201680,2016-10-02 14:58:44 UTC,2,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,You can't because you haven't given the picture object a name.,1,"It allows us to refer to the filename later, if we need it.",1,6,0,6
58048,841197,ITSC-1212-101,44684,17176.201680.XLSNP201680,2016-10-02 14:56:37 UTC,1,FALSE,0,return,1,TRUE,0,It specifies that the method doesn't return anything,1,Picture.show();,0,"It allows us to refer to the filename later, if we need it.",1,3,3,3
43492,811907,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-10-02 03:46:51 UTC,2,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,You can't because you haven't given the picture object a name.,1,"It allows us to refer to the filename later, if we need it.",1,6,0,6
43492,811907,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-10-02 03:45:49 UTC,1,FALSE,0,return,1,FALSE,1,It specifies that the method doesn't return anything,1,You can't because you haven't given the picture object a name.,1,"It allows us to refer to the filename later, if we need it.",1,5,1,5
29483,750627,ITSC-1212-101,44684,17176.201680.XLSNP201680,2016-10-02 02:32:15 UTC,2,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,You can't because you haven't given the picture object a name.,1,"It allows us to refer to the filename later, if we need it.",1,6,0,6
29483,750627,ITSC-1212-101,44684,17176.201680.XLSNP201680,2016-10-02 02:30:32 UTC,1,FALSE,0,return,1,FALSE,1,It specifies that the method doesn't return anything,1,You can't because you haven't given the picture object a name.,1,"It allows us to refer to the filename later, if we need it.",1,5,1,5
46377,814453,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-10-02 02:09:53 UTC,2,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,Picture.show();,0,"It allows us to refer to the filename later, if we need it.",1,5,1,5
46377,814453,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-10-02 02:08:11 UTC,1,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,FileChooser.show();,0,"It allows us to refer to the filename later, if we need it.",1,5,1,5
45441,814586,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-10-02 01:47:11 UTC,2,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,You can't because you haven't given the picture object a name.,1,"It allows us to refer to the filename later, if we need it.",1,6,0,6
45441,814586,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-10-02 01:43:52 UTC,1,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,Picture.show();,0,"It allows us to refer to the filename later, if we need it.",1,5,1,5
2395,750159,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-10-02 01:31:37 UTC,2,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,FileChooser.show();,0,"It allows us to refer to the filename later, if we need it.",1,5,1,5
2395,750159,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-10-02 01:30:21 UTC,1,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,Picture.show();,0,"It allows us to refer to the filename later, if we need it.",1,5,1,5
46698,817423,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-10-01 19:18:55 UTC,2,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,Picture.show();,0,"It allows us to refer to the filename later, if we need it.",1,5,1,5
46698,817423,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-10-01 19:16:06 UTC,1,FALSE,0,jump,0,TRUE,0,It specifies that the method returns something,0,show();,0,"It allows us to refer to the filename later, if we need it.",1,1,5,1
43718,649685,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-10-01 19:06:47 UTC,2,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,FileChooser.show();,0,"It allows us to refer to the filename later, if we need it.",1,5,1,5
43718,649685,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-10-01 19:01:41 UTC,1,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,Picture.show();,0,"It allows us to refer to the filename later, if we need it.",1,5,1,5
50344,816586,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-10-01 18:49:15 UTC,2,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,You can't because you haven't given the picture object a name.,1,"It allows us to refer to the filename later, if we need it.",1,6,0,6
50344,816586,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-10-01 18:47:30 UTC,1,FALSE,0,return,1,FALSE,1,It specifies that the method doesn't return anything,1,You can't because you haven't given the picture object a name.,1,"It allows us to refer to the filename later, if we need it.",1,5,1,5
43581,814128,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-10-01 18:02:06 UTC,2,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,You can't because you haven't given the picture object a name.,1,"It allows us to refer to the filename later, if we need it.",1,6,0,6
43581,814128,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-10-01 17:59:33 UTC,1,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,You can't because you haven't given the picture object a name.,1,"Nothing, it's just more lines of code.",0,5,1,5
33374,772754,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-10-01 16:41:48 UTC,2,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,You can't because you haven't given the picture object a name.,1,"It allows us to refer to the filename later, if we need it.",1,6,0,6
33374,772754,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-10-01 16:38:04 UTC,1,TRUE,1,return,1,TRUE,0,It specifies that the method doesn't return anything,1,Picture.show();,0,"It allows us to refer to the filename later, if we need it.",1,4,2,4
48849,826818,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-10-01 00:33:38 UTC,2,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,You can't because you haven't given the picture object a name.,1,"It allows us to refer to the filename later, if we need it.",1,6,0,6
48849,826818,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-10-01 00:30:48 UTC,1,FALSE,0,return,1,FALSE,1,It specifies that the method returns something,0,Picture.show();,0,"It allows us to refer to the filename later, if we need it.",1,3,3,3
3720,616096,ITSC-1212-101,44684,17176.201680.XLSNP201680,2016-09-30 15:34:35 UTC,2,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,show();,0,"It allows us to refer to the filename later, if we need it.",1,5,1,5
3720,616096,ITSC-1212-101,44684,17176.201680.XLSNP201680,2016-09-30 15:26:22 UTC,1,TRUE,1,public,0,FALSE,1,It specifies that the method doesn't return anything,1,Picture.show();,0,"It allows us to refer to the filename later, if we need it.",1,4,2,4
42050,789243,ITSC-1212-101,44684,17176.201680.XLSNP201680,2016-09-29 18:34:11 UTC,2,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,show();,0,"It allows us to refer to the filename later, if we need it.",1,5,1,5
42050,789243,ITSC-1212-101,44684,17176.201680.XLSNP201680,2016-09-29 18:31:50 UTC,1,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,Picture.show();,0,"It allows us to refer to the filename later, if we need it.",1,5,1,5
58219,842284,ITSC-1212-101,44684,17176.201680.XLSNP201680,2016-09-28 19:11:53 UTC,2,TRUE,1,public,0,FALSE,1,It specifies that the method doesn't return anything,1,You can't because you haven't given the picture object a name.,1,"It allows us to refer to the filename later, if we need it.",1,5,1,5
58219,842284,ITSC-1212-101,44684,17176.201680.XLSNP201680,2016-09-28 19:11:00 UTC,1,FALSE,0,return,1,FALSE,1,It specifies that the method doesn't return anything,1,Picture.show();,0,"It allows us to refer to the filename later, if we need it.",1,4,2,4
24488,717817,ITSC-1212-101,44684,17176.201680.XLSNP201680,2016-09-28 18:49:09 UTC,1,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,You can't because you haven't given the picture object a name.,1,"It allows us to refer to the filename later, if we need it.",1,6,0,6
46648,817402,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-09-26 02:58:31 UTC,1,,0,,0,,0,,0,,0,,0,0,6,0
42938,812370,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-09-26 06:03:27 UTC,2,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,You can't because you haven't given the picture object a name.,1,"It allows us to refer to the filename later, if we need it.",1,6,0,6
42938,812370,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-09-26 06:02:38 UTC,1,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,Picture.show();,0,"It allows us to refer to the filename later, if we need it.",1,5,1,5
29506,753941,ITSC-1212-101,44684,17176.201680.XLSNP201680,2016-09-26 04:48:30 UTC,2,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,You can't because you haven't given the picture object a name.,1,"It allows us to refer to the filename later, if we need it.",1,6,0,6
29506,753941,ITSC-1212-101,44684,17176.201680.XLSNP201680,2016-09-26 04:38:06 UTC,1,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,show();,0,"It allows us to refer to the filename later, if we need it.",1,5,1,5
46492,815339,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-09-26 03:49:36 UTC,2,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,You can't because you haven't given the picture object a name.,1,"It allows us to refer to the filename later, if we need it.",1,6,0,6
46492,815339,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-09-26 03:47:05 UTC,1,FALSE,0,return,1,FALSE,1,It specifies that the method doesn't return anything,1,You can't because you haven't given the picture object a name.,1,It runs faster when a String is created.,0,4,2,4
35810,753719,ITSC-1212-101,44684,17176.201680.XLSNP201680,2016-09-26 02:11:08 UTC,2,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,show();,0,"It allows us to refer to the filename later, if we need it.",1,5,1,5
35810,753719,ITSC-1212-101,44684,17176.201680.XLSNP201680,2016-09-26 02:06:54 UTC,1,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,FileChooser.show();,0,"It allows us to refer to the filename later, if we need it.",1,5,1,5
43236,817552,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-09-26 01:32:05 UTC,2,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,show();,0,"It allows us to refer to the filename later, if we need it.",1,5,1,5
43236,817552,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-09-26 01:31:23 UTC,1,FALSE,0,return,1,FALSE,1,It specifies that the method doesn't return anything,1,Picture.show();,0,"It allows us to refer to the filename later, if we need it.",1,4,2,4
47554,813971,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-09-25 21:47:45 UTC,2,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,You can't because you haven't given the picture object a name.,1,"It allows us to refer to the filename later, if we need it.",1,6,0,6
47554,813971,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-09-25 21:44:29 UTC,1,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,Picture.show();,0,"It allows us to refer to the filename later, if we need it.",1,5,1,5
53151,822620,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-09-24 19:20:43 UTC,1,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,You can't because you haven't given the picture object a name.,1,"It allows us to refer to the filename later, if we need it.",1,6,0,6
56167,838370,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-09-24 04:36:14 UTC,2,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,You can't because you haven't given the picture object a name.,1,"It allows us to refer to the filename later, if we need it.",1,6,0,6
56167,838370,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-09-24 04:26:20 UTC,1,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,show();,0,"It allows us to refer to the filename later, if we need it.",1,5,1,5
43566,812997,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-09-23 19:44:17 UTC,2,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,You can't because you haven't given the picture object a name.,1,"It allows us to refer to the filename later, if we need it.",1,6,0,6
43566,812997,ITIS-1212-101,44720,18270.201680.XLSNP201680,2016-09-23 19:43:53 UTC,1,FALSE,0,return,1,FALSE,1,It specifies that the method doesn't return anything,1,You can't because you haven't given the picture object a name.,1,"It allows us to refer to the filename later, if we need it.",1,5,1,5
35192,757487,ITSC-1212-101,44684,17176.201680.XLSNP201680,2016-09-23 04:07:14 UTC,2,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,You can't because you haven't given the picture object a name.,1,"It allows us to refer to the filename later, if we need it.",1,6,0,6
35192,757487,ITSC-1212-101,44684,17176.201680.XLSNP201680,2016-09-23 03:59:46 UTC,1,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,show();,0,"It allows us to refer to the filename later, if we need it.",1,5,1,5
34291,774272,ITSC-1212-101,44684,17176.201680.XLSNP201680,2016-09-23 03:28:22 UTC,2,TRUE,1,return,1,FALSE,1,It specifies that the method doesn't return anything,1,You can't because you haven't given the picture object a name.,1,"It allows us to refer to the filename later, if we need it.",1,6,0,6
34291,774272,ITSC-1212-101,44684,17176.201680.XLSNP201680,2016-09-23 03:24:36 UTC,1,FALSE,0,return,1,TRUE,0,It specifies that the method doesn't return anything,1,You can't because you haven't given the picture object a name.,1,"Nothing, it's just more lines of code.",0,3,3,3
